5.132.112.236/30,2756253,2750405,,0,0,5621,51.4549,5.4625,10
5.132.112.240/29,2756253,2750405,,0,0,5624,51.4696,5.4570,10
5.132.112.248/30,2756253,2750405,,0,0,5613,51.4361,5.4958,10
5.132.113.0/28,2756253,2750405,,0,0,5622,51.4593,5.4644,5
5.132.113.20/30,2756253,2750405,,0,0,5627,51.4864,5.4438,5
5.132.113.32/29,2756253,2750405,,0,0,5614,51.4302,5.4989,5
5.132.113.48/29,2756253,2750405,,0,0,5644,51.4228,5.4780,5
5.132.113.56/31,2756253,2750405,,0,0,5642,51.4366,5.5102,5
5.132.113.58/31,2756253,2750405,,0,0,5658,51.4405,5.4098,5
5.132.113.60/30,2756253,2750405,,0,0,5658,51.4405,5.4098,5
5.132.113.64/27,2756253,2750405,,0,0,5628,51.4802,5.4711,5
5.132.113.96/28,2756253,2750405,,0,0,5658,51.4405,5.4098,5
5.132.113.112/29,2756253,2750405,,0,0,5628,51.4802,5.4711,5
5.132.113.128/28,2756253,2750405,,0,0,5631,51.4605,5.4945,5
5.132.113.160/27,2756253,2750405,,0,0,5621,51.4549,5.4625,5
5.132.114.16/29,2756253,2750405,,0,0,5613,51.4361,5.4958,20
5.132.114.24/29,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.114.44/30,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.114.48/28,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.114.64/26,2756253,2750405,,0,0,5626,51.4805,5.4345,20
5.132.114.136/30,2756253,2750405,,0,0,5629,51.4884,5.4734,20
5.132.114.144/28,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.114.160/27,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.114.208/28,2756253,2750405,,0,0,5644,51.4228,5.4780,20
5.132.114.232/30,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.114.240/30,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.115.0/29,2756253,2750405,,0,0,5643,51.4255,5.5064,10
5.132.115.16/29,2756253,2750405,,0,0,5644,51.4228,5.4780,20
5.132.115.24/29,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.115.32/27,2756253,2750405,,0,0,5632,51.4767,5.4956,10
5.132.115.92/30,2756253,2750405,,0,0,5644,51.4228,5.4780,1
5.132.115.128/27,2756253,2750405,,0,0,5625,51.4742,5.4833,5
5.132.115.176/28,2756253,2750405,,0,0,5621,51.4549,5.4625,5
5.132.115.208/28,2756253,2750405,,0,0,5621,51.4549,5.4625,20
5.132.116.0/25,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.116.128/28,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.116.160/27,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.116.204/30,2756253,2750405,,0,0,5641,51.4487,5.5158,20
5.132.116.236/30,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.117.16/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.117.40/29,2756253,2750405,,0,0,5627,51.4864,5.4438,20
5.132.117.56/30,2756253,2750405,,0,0,5624,51.4696,5.4570,20
5.132.117.64/30,2756253,2750405,,0,0,5645,51.4255,5.5064,20
5.132.117.72/29,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.117.84/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.117.92/30,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.117.96/28,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.117.156/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.117.160/30,2756253,2750405,,0,0,5623,51.4600,5.4909,20
5.132.117.168/29,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.117.192/28,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.117.208/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.117.224/30,2756253,2750405,,0,0,5611,51.4366,5.4801,20
5.132.117.240/28,2756253,2750405,,0,0,5641,51.4487,5.5158,20
5.132.118.0/28,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.118.40/30,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.118.48/30,2756253,2750405,,0,0,5644,51.4228,5.4780,20
5.132.118.64/29,2756253,2750405,,0,0,5643,51.4255,5.5064,20
5.132.118.80/29,2756253,2750405,,0,0,5643,51.4255,5.5064,20
5.132.118.88/30,2756253,2750405,,0,0,5611,51.4366,5.4801,20
5.132.118.96/29,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.118.104/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.118.136/29,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.118.144/28,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.118.172/30,2756253,2750405,,0,0,5614,51.4302,5.4989,20
5.132.118.180/30,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.118.192/28,2756253,2750405,,0,0,5645,51.4255,5.5064,20
5.132.119.20/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.119.24/29,2756253,2750405,,0,0,5627,51.4864,5.4438,20
5.132.119.32/27,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.119.64/30,2756253,2750405,,0,0,5629,51.4884,5.4734,20
5.132.119.96/30,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.119.100/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.119.104/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.119.120/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.119.160/28,2756253,2750405,,0,0,5657,51.4506,5.3978,20
5.132.119.176/29,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.119.192/28,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.119.208/29,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.119.240/30,2756253,2750405,,0,0,5613,51.4361,5.4958,20
5.132.120.0/29,2756253,2750405,,0,0,5623,51.4600,5.4909,50
5.132.120.8/29,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.16/29,2756253,2750405,,0,0,5626,51.4805,5.4345,50
5.132.120.24/30,2756253,2750405,,0,0,5642,51.4366,5.5102,50
5.132.120.28/30,2756253,2750405,,0,0,5611,51.4366,5.4801,50
5.132.120.40/30,2756253,2750405,,0,0,5611,51.4366,5.4801,50
5.132.120.68/30,2756253,2750405,,0,0,5628,51.4802,5.4711,50
5.132.120.72/29,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.88/30,2756253,2750405,,0,0,5629,51.4884,5.4734,50
5.132.120.100/31,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.108/30,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.120/29,2756253,2750405,,0,0,5644,51.4228,5.4780,50
5.132.120.128/26,2756253,2750405,,0,0,5626,51.4805,5.4345,50
5.132.120.200/30,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.204/31,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.206/32,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.212/30,2756253,2750405,,0,0,5632,51.4767,5.4956,50
5.132.120.240/30,2756253,2750405,,0,0,5644,51.4228,5.4780,50
5.132.120.244/30,2756253,2750405,,0,0,5658,51.4405,5.4098,50
5.132.120.252/30,2756253,2750405,,0,0,5626,51.4805,5.4345,50
5.132.121.0/26,2756253,2750405,,0,0,5623,51.4600,5.4909,10
5.132.121.64/27,2756253,2750405,,0,0,5626,51.4805,5.4345,10
5.132.121.128/28,2756253,2750405,,0,0,5625,51.4742,5.4833,10
5.132.121.160/28,2756253,2750405,,0,0,5626,51.4805,5.4345,10
5.132.121.176/29,2756253,2750405,,0,0,5621,51.4549,5.4625,10
5.132.121.184/30,2756253,2750405,,0,0,5626,51.4805,5.4345,10
5.132.121.196/30,2756253,2750405,,0,0,5658,51.4405,5.4098,10
5.132.122.0/25,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.128/28,2756253,2750405,,0,0,5625,51.4742,5.4833,10
5.132.122.148/30,2756253,2750405,,0,0,5631,51.4605,5.4945,10
5.132.122.152/31,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.154/31,2756253,2750405,,0,0,5627,51.4864,5.4438,10
5.132.122.156/30,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.160/29,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.172/30,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.176/28,2756253,2750405,,0,0,5622,51.4593,5.4644,10
5.132.122.192/29,2756253,2750405,,0,0,5641,51.4487,5.5158,10
5.132.122.208/28,2756253,2750405,,0,0,5632,51.4767,5.4956,10
5.132.122.240/28,2756253,2750405,,0,0,5643,51.4255,5.5064,10
5.132.123.0/28,2756253,2750405,,0,0,5643,51.4255,5.5064,5
5.132.123.16/30,2756253,2750405,,0,0,5622,51.4593,5.4644,5
5.132.123.24/29,2756253,2750405,,0,0,5622,51.4593,5.4644,5
5.132.123.32/29,2756253,2750405,,0,0,5622,51.4593,5.4644,5
5.132.123.40/30,2756253,2750405,,0,0,5623,51.4600,5.4909,5
5.132.123.96/28,2756253,2750405,,0,0,5658,51.4405,5.4098,5
5.132.123.112/29,2756253,2750405,,0,0,5642,51.4366,5.5102,5
5.132.123.128/28,2756253,2750405,,0,0,5616,51.4384,5.4634,5
5.132.123.144/30,2756253,2750405,,0,0,5658,51.4405,5.4098,5
5.132.123.200/30,2756253,2750405,,0,0,5622,51.4593,5.4644,5
5.132.123.204/30,2756253,2750405,,0,0,5625,51.4742,5.4833,5
5.132.124.0/29,2756253,2750405,,0,0,5626,51.4805,5.4345,20
5.132.124.32/27,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.124.80/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.124.84/30,2756253,2750405,,0,0,5646,51.4145,5.5082,20
5.132.124.96/29,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.124.108/30,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.124.132/30,2756253,2750405,,0,0,5621,51.4549,5.4625,20
5.132.124.144/28,2756253,2750405,,0,0,5622,51.4593,5.4644,20
5.132.124.192/26,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.125.0/25,2756253,2750405,,0,0,5623,51.4600,5.4909,10
5.132.125.128/27,2756253,2750405,,0,0,5612,51.4509,5.4758,50
5.132.125.160/29,2756253,2750405,,0,0,5632,51.4767,5.4956,10
5.132.125.224/28,2756253,2750405,,0,0,5623,51.4600,5.4909,5
5.132.125.240/28,2756253,2750405,,0,0,5611,51.4366,5.4801,1
5.132.126.20/30,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.126.36/30,2756253,2750405,,0,0,5658,51.4405,5.4098,20
5.132.126.48/30,2756253,2750405,,0,0,5631,51.4605,5.4945,20
5.132.126.56/29,2756253,2750405,,0,0,5631,51.4605,5.4945,20
5.132.126.96/28,2756253,2750405,,0,0,5614,51.4302,5.4989,20
5.132.126.112/28,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.126.128/28,2756253,2750405,,0,0,5621,51.4549,5.4625,20
5.132.126.148/30,2756253,2750405,,0,0,5632,51.4767,5.4956,20
5.132.126.152/29,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.126.188/30,2756253,2750405,,0,0,5656,51.4112,5.4561,20
5.132.126.192/28,2756253,2750405,,0,0,5621,51.4549,5.4625,20
5.132.126.208/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.126.212/30,2756253,2750405,,0,0,5615,51.4293,5.4746,20
5.132.126.220/30,2756253,2750405,,0,0,5631,51.4605,5.4945,20
5.132.126.224/27,2756253,2750405,,0,0,5646,51.4145,5.5082,20
5.132.127.0/26,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.127.64/27,2756253,2750405,,0,0,5628,51.4802,5.4711,20
5.132.127.96/28,2756253,2750405,,0,0,5644,51.4228,5.4780,20
5.132.127.144/30,2756253,2750405,,0,0,5642,51.4366,5.5102,20
5.132.127.156/30,2756253,2750405,,0,0,5625,51.4742,5.4833,20
5.132.127.160/28,2756253,2750405,,0,0,5644,51.4228,5.4780,20
5.132.127.176/28,2756253,2750405,,0,0,5623,51.4600,5.4909,20
5.132.127.192/27,2756253,2750405,,0,0,5658,51.4405,5.4098,20
17.67.64.0/22,2756253,6252001,,0,0,5611,51.4366,5.4801,1000
24.132.45.0/24,2756253,2750405,,0,0,5616,51.4384,5.4634,1
24.132.52.0/24,2756253,2750405,,0,0,5658,51.4405,5.4098,1
24.132.57.0/24,2756253,2750405,,0,0,5611,51.4366,5.4801,1
24.132.64.0/23,2756253,2750405,,0,0,5624,51.4696,5.4570,1
24.132.72.0/24,2756253,2750405,,0,0,5632,51.4767,5.4956,1
24.132.74.0/23,2756253,2750405,,0,0,5611,51.4366,5.4801,1
24.132.84.0/24,2756253,2750405,,0,0,5611,51.4366,5.4801,1
24.132.92.0/24,2756253,2750405,,0,0,5631,51.4605,5.4945,1
24.132.125.0/24,2756253,2750405,,0,0,5629,51.4884,5.4734,1
24.132.206.0/24,2756253,2750405,,0,0,5644,51.4228,5.4780,1
24.132.208.0/25,2756253,2750405,,0,0,5628,51.4802,5.4711,1
24.132.208.128/25,2756253,2750405,,0,0,5624,51.4696,5.4570,1
24.132.238.0/24,2756253,2750405,,0,0,5629,51.4884,5.4734,1
24.132.239.0/24,2756253,2750405,,0,0,5642,51.4366,5.5102,1
24.132.240.0/24,2756253,2750405,,0,0,5644,51.4228,5.4780,1
24.132.241.0/24,2756253,2750405,,0,0,5632,51.4767,5.4956,1
24.132.243.0/24,2756253,2750405,,0,0,5629,51.4884,5.4734,1
24.132.249.0/24,2756253,2750405,,0,0,5644,51.4228,5.4780,1
24.132.252.0/24,2756253,2750405,,0,0,5644,51.4228,5.4780,1
24.132.255.0/24,2756253,2750405,,0,0,5629,51.4884,5.4734,5
31.3.10.128/25,2756253,2750405,,0,0,5628,51.4802,5.4711,100
31.20.80.0/26,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.64/29,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.72/29,2756253,2750405,,0,0,5643,51.4255,5.5064,10
31.20.80.80/28,2756253,2750405,,0,0,5628,51.4802,5.4711,10
31.20.80.96/28,2756253,2750405,,0,0,5625,51.4742,5.4833,10
31.20.80.120/30,2756253,2750405,,0,0,5658,51.4405,5.4098,10
31.20.80.124/30,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.132/30,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.144/29,2756253,2750405,,0,0,5624,51.4696,5.4570,10
31.20.80.156/30,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.160/29,2756253,2750405,,0,0,5643,51.4255,5.5064,10
31.20.80.168/29,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.80.192/26,2756253,2750405,,0,0,5611,51.4366,5.4801,10
31.20.81.28/30,2756253,2750405,,0,0,5621,51.4549,5.4625,20
31.20.81.32/28,2756253,2750405,,0,0,5622,51.4593,5.4644,20
31.20.81.52/30,2756253,2750405,,0,0,5621,51.4549,5.4625,20
31.20.81.128/26,2756253,2750405,,0,0,5625,51.4742,5.4833,20
31.20.81.216/29,2756253,2750405,,0,0,5645,51.4255,5.5064,20
31.20.81.224/28,2756253,2750405,,0,0,5628,51.4802,5.4711,20
31.20.81.240/28,2756253,2750405,,0,0,5615,51.4293,5.4746,20
31.20.82.16/30,2756253,2750405,,0,0,5643,51.4255,5.5064,10
31.20.82.64/26,2756253,2750405,,0,0,5611,51.4366,5.4801,10
31.20.82.156/30,2756253,2750405,,0,0,5643,51.4255,5.5064,10
31.20.82.160/27,2756253,2750405,,0,0,5642,51.4366,5.5102,10
31.20.82.192/27,2756253,2750405,,0,0,5628,51.4802,5.4711,10
31.20.82.224/27,2756253,2750405,,0,0,5613,51.4361,5.4958,10
31.20.83.0/24,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.105.80/29,2756253,2750405,,0,0,5622,51.4593,5.4644,10
31.20.120.0/24,2756253,2750405,,0,0,5616,51.4384,5.4634,5
31.20.122.0/24,2756253,2750405,,0,0,5616,51.4384,5.4634,10
31.20.123.0/24,2756253,2750405,,0,0,5654,51.4186,5.4672,10
31.20.124.128/25,2756253,2750405,,0,0,5617,51.4470,5.4573,10
31.20.125.0/25,2756253,2750405,,0,0,5615,51.4293,5.4746,20
31.20.126.128/25,2756253,2750405,,0,0,5615,51.4293,5.4746,10
31.20.127.0/24,2756253,2750405,,0,0,5652,51.4394,5.4380,1
31.20.168.0/24,2756253,2750405,,0,0,5616,51.4384,5.4634,1
31.20.176.0/24,2756253,2750405,,0,0,5623,51.4600,5.4909,5
31.20.177.0/25,2756253,2750405,,0,0,5627,51.4864,5.4438,5
31.20.215.128/25,2756253,2750405,,0,0,5654,51.4186,5.4672,10
31.20.227.16/31,2756253,2750405,,0,0,5613,51.4361,5.4958,20
31.21.88.8/31,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.10/31,2756253,2750405,,0,0,5621,51.4549,5.4625,20
31.21.88.12/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.20/30,2756253,2750405,,0,0,5645,51.4255,5.5064,20
31.21.88.24/29,2756253,2750405,,0,0,5643,51.4255,5.5064,20
31.21.88.40/29,2756253,2750405,,0,0,5644,51.4228,5.4780,20
31.21.88.48/28,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.64/27,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.132/30,2756253,2750405,,0,0,5645,51.4255,5.5064,20
31.21.88.140/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.144/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.152/30,2756253,2750405,,0,0,5611,51.4366,5.4801,20
31.21.88.160/28,2756253,2750405,,0,0,5623,51.4600,5.4909,20
31.21.88.176/30,2756253,2750405,,0,0,5611,51.4366,5.4801,20
31.21.88.182/31,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.184/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.192/29,2756253,2750405,,0,0,5621,51.4549,5.4625,20
31.21.88.200/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.224/28,2756253,2750405,,0,0,5622,51.4593,5.4644,20
31.21.88.240/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.88.248/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.89.0/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.12/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.28/30,2756253,2750405,,0,0,5622,51.4593,5.4644,100
31.21.89.32/27,2756253,2750405,,0,0,5623,51.4600,5.4909,100
31.21.89.64/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.96/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.104/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.136/29,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.89.144/29,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.89.156/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.160/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.89.192/28,2756253,2750405,,0,0,5644,51.4228,5.4780,100
31.21.89.224/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.32/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.52/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.64/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.96/28,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.90.112/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.128/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.144/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.152/30,2756253,2750405,,0,0,5616,51.4384,5.4634,100
31.21.90.160/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.192/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.212/30,2756253,2750405,,0,0,5644,51.4228,5.4780,100
31.21.90.220/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.228/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.90.240/30,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.91.64/26,2756253,2750405,,0,0,5611,51.4366,5.4801,20
31.21.91.136/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.144/28,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.164/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.168/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.184/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.204/30,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.208/29,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.91.240/28,2756253,2750405,,0,0,5612,51.4509,5.4758,20
31.21.92.0/28,2756253,2750405,,0,0,5616,51.4384,5.4634,1
31.21.92.48/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.92.56/29,2756253,2750405,,0,0,5612,51.4509,5.4758,1
31.21.92.64/28,2756253,2750405,,0,0,5612,51.4509,5.4758,1
31.21.92.128/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.92.168/30,2756253,2750405,,0,0,5643,51.4255,5.5064,5
31.21.92.192/26,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.32/27,2756253,2750405,,0,0,5645,51.4255,5.5064,100
31.21.93.64/30,2756253,2750405,,0,0,5643,51.4255,5.5064,100
31.21.93.72/29,2756253,2750405,,0,0,5615,51.4293,5.4746,100
31.21.93.80/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.84/30,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.93.88/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.96/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.112/29,2756253,2750405,,0,0,5621,51.4549,5.4625,100
31.21.93.124/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.128/28,2756253,2750405,,0,0,5642,51.4366,5.5102,100
31.21.93.144/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.93.200/29,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.94.0/28,2756253,2750405,,0,0,5614,51.4302,5.4989,100
31.21.94.16/29,2756253,2750405,,0,0,5644,51.4228,5.4780,100
31.21.94.80/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.84/30,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.94.88/29,2756253,2750405,,0,0,5611,51.4366,5.4801,100
31.21.94.96/27,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.144/28,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.168/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.184/31,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.188/30,2756253,2750405,,0,0,5612,51.4509,5.4758,100
31.21.94.192/29,2756253,2750405,,0,0,5612,51.4509,5.4758,100
